87927.50	,	29299.81154	,	30332.06672	,	273.471846	,
88227.50	,	29300.19834	,	30331.80038	,	259.685906	,
88527.50	,	29300.58208	,	30331.52589	,	245.77569	,
88827.50	,	29300.96211	,	30331.24364	,	231.747846	,
89127.50	,	29301.33826	,	30330.95362	,	217.60908	,
89427.50	,	29301.70998	,	30330.65617	,	203.366151	,
89727.50	,	29302.07701	,	30330.35137	,	189.025866	,
90027.50	,	29302.43908	,	30330.03933	,	174.595081	,
90327.50	,	29302.79567	,	30329.72041	,	160.080694	,
90627.50	,	29303.14661	,	30329.39465	,	145.489642	,
90927.50	,	29303.49139	,	30329.06245	,	130.828902	,
91227.50	,	29303.82977	,	30328.72395	,	116.105481	,
91527.50	,	29304.16141	,	30328.37939	,	101.326418	,
91827.50	,	29304.4861	,	30328.02894	,	86.498779	,
92127.50	,	29304.80334	,	30327.67303	,	71.629651	,
92427.50	,	29305.11292	,	30327.31185	,	56.726144	,
92727.50	,	29305.41463	,	30326.94558	,	41.795383	,
93027.50	,	29305.70802	,	30326.57469	,	26.844505	,
93327.50	,	29305.99298	,	30326.1993	,	11.88066	,
93627.50	,	29306.26907	,	30325.8199	,	-3.088999	,
93927.50	,	29306.53612	,	30325.4367	,	-18.057315	,
